"alglin9 I1","discuss rg: sp 1 2 3"
"alglin9 I21","e1 : -1 1 0"
"alglin9 I22","e2 : 1 1 -1"
"alglin9 I23","e3: 1 1 0"
"alglin9 I24","ker = Vect(e_i)"
"alglin9 I31"," base"
"alglin9 I32","Delta = diag(1;2;3)"
"alglin9 I33","Delta = P^{-1} A P"
"alglin9 I4a","v^2 = v et u v = v u"
"alglin9 I4b","v(e_i) = Vect(e_i)"
"alglin9 I4c","forme de v et les 8 possibles"
"alglin9 I5","racines carrées"
"alglin9 II1","rg <= n/2"
"alglin9 II2","rg r : base pour forme particulière"
"alglin9 II2","rg 1: forme particulière"
