"alglin8 I11","a non nul (1) ((1-a)^n)"
"alglin8 I12","a=0 (1) (n)"
"alglin8 I21","a non nul w_n="
"alglin8 I22","a=0 w_n="
"alglin8 II1","E ss-grpe commutatif"
"alglin8 II21","(1): $h_{0;0}$"
"alglin8 II22","(2): $h_{0;0};h_{0;2};h_{2;0};h_{2;2}$"
"alglin8 III1","M^2 combili de $M$ et $\Id$"
"alglin8 III2","M^n$ combili de $M$ et $\Id$"
"alglin8 III31","\alpha dans S"
"alglin8 III32","a non nul: \alpha_n et \beta_n"
"alglin8 III33","a=0: \alpha_n et \beta_n"
"alglin8 IV1","F sous anneau"
"alglin8 IV2","diviseurs de 0 dans F"
"alglin8 IV3","inverses dans F"
