"elem12 11","tableau des signes de cos(2x)"
"elem12 12","tableau des signes de 2cos x-1"
"elem12 13","]-3pi/4;-pi/3[ u ]-pi/4;pi/4[ u ]pi/3;3pi/4["
"elem12 21a","conjugué de w = b(c-a)/(a(c-b))"
"elem12 21b","T = |w|^2"
"elem12 22","T=(sin(gamma -alpha/2)/sin(gamma -beta/2))^2"
"elem12 23","thm angle au centre"
"elem12 31a","j!j^{j-2}"
"elem12 31b","j^{j-1}(j-1)! = j!j^{j-2}"
"elem12 31c","dom. mult. P_n = (n!)^{n-1}"
"elem12 32a","PI_n = (n!)^{2n}"
"elem12 32b","P_n pi_n P'_n = (n!)^{2n}"
"elem12 32c","P_n = P'_n"
"elem12 32d","pi_n et P_n = (n!)^{n-1}"
