"alglin29 1a","Delta o D = D o Delta dans L(R[X])"
"alglin29 1b","degré =n-1 coeff dom = na"
"alglin29 1c","F base"
"alglin29 2a1","s(0;0) = 1"
"alglin29 2a2","s(0;k) = 0"
"alglin29 2a2","s(k;k) = 1"
"alglin29 2a3","s(i;k+1) = s(i-1;k) - k s(i;k)"
"alglin29 2b1","sig(0;0) = 1"
"alglin29 2b2","sig(0;k) = 0"
"alglin29 2b2","sig(k;k) = 1"
"alglin29 2b3","sig(i;k+1) = sig(i-1;k) + i sig(i;k)"
"alglin29 2c","sig(i;4) : 0 1 7 6 1"
"alglin29 3a","Delta(F_k) = k F\{k-1}"
"alglin29 3b1","ker = R_0[X]"
"alglin29 3b2","Im = R_{n-1}[X]"
"alglin29 3c1","unique antécédent divisible par X"
"alglin29 3c2","anté : X^4: F_2/2 + 7F_3/3 + 3F_4/2 + F_5/5"
"alglin29 41","somme téléscopique"
"alglin29 42","calcul num a b c"
"alglin29 5a","l'infini est fini"
"alglin29 5b1","formule de Taylor"
"alglin29 5b2","X -> X + a dans Taylor"
"alglin29 5c","Delta = somme infinie"
"alglin29 6a1","Delta^i(F_k) = ..."
"alglin29 6a2","Delta^i(F_k)(0) = ..."
"alglin29 6b","Delta^i(P)(0)/i!"
"alglin29 6c1","Delta(E_k) = E_{k-1}"
"alglin29 6c2","D(E_k) = ..."
"alglin29 6d","D = somme infinie"
